Common Question Text (group),Common Question ID,Year ID,RowHeaderID,Network or School,Group By,Color Coding,Color Coding (group),Response Text,% of Total Count of Respondents,Count of Respondents,Show N's,% of Total Distinct count of Respondent ID
I feel like I am part of this school.,13,2017-18,A22_A34:A24,MetWest High School,All Students,520B,520B,Disagree,2.985074627%,4,4,2.985074627%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,MetWest High School,All Students,510A,510A,Strongly Disagree,6.716417910%,9,9,6.716417910%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,MetWest High School,All Students,,,Did not answer,4.477611940%,6,6,4.477611940%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland High School,All Students,551E,551E,Strongly Agree,8.695652174%,104,104,8.695652174%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland High School,All Students,541D,541D,Agree,34.197324415%,409,409,34.197324415%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland High School,All Students,530C,530C,Neither Disagree Nor Agree,35.117056856%,420,420,35.117056856%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland High School,All Students,520B,520B,Disagree,10.033444816%,120,120,10.033444816%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland High School,All Students,510A,510A,Strongly Disagree,6.772575251%,81,81,6.772575251%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland High School,All Students,,,Did not answer,5.183946488%,62,62,5.183946488%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland International HS,All Students,551E,551E,Strongly Agree,28.220858896%,46,46,28.220858896%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland International HS,All Students,541D,541D,Agree,38.650306748%,63,63,38.650306748%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland International HS,All Students,530C,530C,Neither Disagree Nor Agree,14.110429448%,23,23,14.110429448%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland International HS,All Students,520B,520B,Disagree,7.361963190%,12,12,7.361963190%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland International HS,All Students,510A,510A,Strongly Disagree,6.134969325%,10,10,6.134969325%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland International HS,All Students,,,Did not answer,5.521472393%,9,9,5.521472393%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland Technical High School,All Students,551E,551E,Strongly Agree,8.968926554%,127,127,8.968926554%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland Technical High School,All Students,541D,541D,Agree,36.935028249%,523,523,36.935028249%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland Technical High School,All Students,530C,530C,Neither Disagree Nor Agree,31.285310734%,443,443,31.285310734%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland Technical High School,All Students,520B,520B,Disagree,9.392655367%,133,133,9.392655367%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland Technical High School,All Students,510A,510A,Strongly Disagree,6.002824859%,85,85,6.002824859%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Oakland Technical High School,All Students,,,Did not answer,7.415254237%,105,105,7.415254237%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Ralph J Bunche High School,All Students,551E,551E,Strongly Agree,5.813953488%,5,5,5.813953488%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Ralph J Bunche High School,All Students,541D,541D,Agree,30.232558140%,26,26,30.232558140%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Ralph J Bunche High School,All Students,530C,530C,Neither Disagree Nor Agree,36.046511628%,31,31,36.046511628%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Ralph J Bunche High School,All Students,520B,520B,Disagree,11.627906977%,10,10,11.627906977%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Ralph J Bunche High School,All Students,510A,510A,Strongly Disagree,6.976744186%,6,6,6.976744186%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Ralph J Bunche High School,All Students,,,Did not answer,9.302325581%,8,8,9.302325581%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale (Newcomer),All Students,551E,551E,Strongly Agree,21.428571429%,12,12,21.428571429%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale (Newcomer),All Students,541D,541D,Agree,25%,14,14,25%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale (Newcomer),All Students,530C,530C,Neither Disagree Nor Agree,8.928571429%,5,5,8.928571429%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale (Newcomer),All Students,520B,520B,Disagree,10.714285714%,6,6,10.714285714%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale (Newcomer),All Students,510A,510A,Strongly Disagree,5.357142857%,3,3,5.357142857%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale (Newcomer),All Students,,,Did not answer,28.571428571%,16,16,28.571428571%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale Continuation,All Students,551E,551E,Strongly Agree,4.210526316%,4,4,4.210526316%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale Continuation,All Students,541D,541D,Agree,34.736842105%,33,33,34.736842105%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale Continuation,All Students,530C,530C,Neither Disagree Nor Agree,35.789473684%,34,34,35.789473684%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale Continuation,All Students,520B,520B,Disagree,5.263157895%,5,5,5.263157895%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale Continuation,All Students,510A,510A,Strongly Disagree,6.315789474%,6,6,6.315789474%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Rudsdale Continuation,All Students,,,Did not answer,13.684210526%,13,13,13.684210526%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Skyline High School,All Students,551E,551E,Strongly Agree,6.845238095%,92,92,6.845238095%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Skyline High School,All Students,541D,541D,Agree,29.761904762%,400,400,29.761904762%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Skyline High School,All Students,530C,530C,Neither Disagree Nor Agree,36.904761905%,496,496,36.904761905%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Skyline High School,All Students,520B,520B,Disagree,12.574404762%,169,169,12.574404762%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Skyline High School,All Students,510A,510A,Strongly Disagree,7.663690476%,103,103,7.663690476%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Skyline High School,All Students,,,Did not answer,6.25%,84,84,6.25%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Sojourner Truth Independent Study,All Students,551E,551E,Strongly Agree,11.818181818%,13,13,11.818181818%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Sojourner Truth Independent Study,All Students,541D,541D,Agree,40%,44,44,40%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Sojourner Truth Independent Study,All Students,530C,530C,Neither Disagree Nor Agree,32.727272727%,36,36,32.727272727%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Sojourner Truth Independent Study,All Students,520B,520B,Disagree,4.545454545%,5,5,4.545454545%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Sojourner Truth Independent Study,All Students,510A,510A,Strongly Disagree,5.454545455%,6,6,5.454545455%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Sojourner Truth Independent Study,All Students,,,Did not answer,5.454545455%,6,6,5.454545455%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Street Academy,All Students,551E,551E,Strongly Agree,8%,8,8,8%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Street Academy,All Students,541D,541D,Agree,28%,28,28,28%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Street Academy,All Students,530C,530C,Neither Disagree Nor Agree,33%,33,33,33%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Street Academy,All Students,520B,520B,Disagree,12%,12,12,12%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Street Academy,All Students,510A,510A,Strongly Disagree,12%,12,12,12%
I feel like I am part of this school.,13,2017-18,A22_A34:A24,Street Academy,All Students,,,Did not answer,7%,7,7,7%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Bret Harte Middle School,All Students,551E,551E,Strongly Agree,16.666666667%,14,14,16.666666667%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Bret Harte Middle School,All Students,541D,541D,Agree,46.428571429%,39,39,46.428571429%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Bret Harte Middle School,All Students,530C,530C,Neither Agree Nor Disagree,10.714285714%,9,9,10.714285714%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Bret Harte Middle School,All Students,520B,520B,Disagree,8.333333333%,7,7,8.333333333%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Bret Harte Middle School,All Students,510A,510A,Strongly Disagree,2.380952381%,2,2,2.380952381%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Bret Harte Middle School,All Students,,,Did not answer,15.476190476%,13,13,15.476190476%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Castlemont High School,All Students,551E,551E,Strongly Agree,15.384615385%,26,26,15.384615385%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Castlemont High School,All Students,541D,541D,Agree,33.727810651%,57,57,33.727810651%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Castlemont High School,All Students,530C,530C,Neither Agree Nor Disagree,27.810650888%,47,47,27.810650888%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Castlemont High School,All Students,520B,520B,Disagree,7.692307692%,13,13,7.692307692%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Castlemont High School,All Students,510A,510A,Strongly Disagree,5.917159763%,10,10,5.917159763%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Castlemont High School,All Students,,,Did not answer,9.467455621%,16,16,9.467455621%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Coliseum College Prep Academy,All Students,551E,551E,Strongly Agree,9.195402299%,16,16,9.195402299%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Coliseum College Prep Academy,All Students,541D,541D,Agree,35.632183908%,62,62,35.632183908%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Coliseum College Prep Academy,All Students,530C,530C,Neither Agree Nor Disagree,39.080459770%,68,68,39.080459770%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Coliseum College Prep Academy,All Students,520B,520B,Disagree,5.172413793%,9,9,5.172413793%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Coliseum College Prep Academy,All Students,510A,510A,Strongly Disagree,8.620689655%,15,15,8.620689655%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Coliseum College Prep Academy,All Students,,,Did not answer,2.298850575%,4,4,2.298850575%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Community Day,All Students,551E,551E,Strongly Agree,11.111111111%,2,2,11.111111111%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Community Day,All Students,541D,541D,Agree,16.666666667%,3,3,16.666666667%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Community Day,All Students,530C,530C,Neither Agree Nor Disagree,38.888888889%,7,7,38.888888889%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Community Day,All Students,510A,510A,Strongly Disagree,22.222222222%,4,4,22.222222222%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Community Day,All Students,,,Did not answer,11.111111111%,2,2,11.111111111%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Dewey Academy,All Students,551E,551E,Strongly Agree,10.204081633%,10,10,10.204081633%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Dewey Academy,All Students,541D,541D,Agree,29.591836735%,29,29,29.591836735%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Dewey Academy,All Students,530C,530C,Neither Agree Nor Disagree,37.755102041%,37,37,37.755102041%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Dewey Academy,All Students,520B,520B,Disagree,9.183673469%,9,9,9.183673469%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Dewey Academy,All Students,510A,510A,Strongly Disagree,6.122448980%,6,6,6.122448980%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Dewey Academy,All Students,,,Did not answer,7.142857143%,7,7,7.142857143%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Fremont High School,All Students,551E,551E,Strongly Agree,19.277108434%,64,64,19.277108434%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Fremont High School,All Students,541D,541D,Agree,34.036144578%,113,113,34.036144578%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Fremont High School,All Students,530C,530C,Neither Agree Nor Disagree,25.602409639%,85,85,25.602409639%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Fremont High School,All Students,520B,520B,Disagree,9.337349398%,31,31,9.337349398%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Fremont High School,All Students,510A,510A,Strongly Disagree,4.819277108%,16,16,4.819277108%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Fremont High School,All Students,,,Did not answer,6.927710843%,23,23,6.927710843%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Gateway to College,All Students,551E,551E,Strongly Agree,30.232558140%,13,13,30.232558140%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Gateway to College,All Students,541D,541D,Agree,46.511627907%,20,20,46.511627907%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Gateway to College,All Students,530C,530C,Neither Agree Nor Disagree,13.953488372%,6,6,13.953488372%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Gateway to College,All Students,510A,510A,Strongly Disagree,4.651162791%,2,2,4.651162791%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Gateway to College,All Students,,,Did not answer,4.651162791%,2,2,4.651162791%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Life Academy,All Students,551E,551E,Strongly Agree,7.692307692%,11,11,7.692307692%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Life Academy,All Students,541D,541D,Agree,32.167832168%,46,46,32.167832168%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Life Academy,All Students,530C,530C,Neither Agree Nor Disagree,39.160839161%,56,56,39.160839161%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Life Academy,All Students,520B,520B,Disagree,9.090909091%,13,13,9.090909091%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Life Academy,All Students,510A,510A,Strongly Disagree,8.391608392%,12,12,8.391608392%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Life Academy,All Students,,,Did not answer,3.496503497%,5,5,3.496503497%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Madison Park Academy 6-12,All Students,551E,551E,Strongly Agree,4.477611940%,6,6,4.477611940%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Madison Park Academy 6-12,All Students,541D,541D,Agree,25.373134328%,34,34,25.373134328%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Madison Park Academy 6-12,All Students,530C,530C,Neither Agree Nor Disagree,32.835820896%,44,44,32.835820896%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Madison Park Academy 6-12,All Students,520B,520B,Disagree,10.447761194%,14,14,10.447761194%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Madison Park Academy 6-12,All Students,510A,510A,Strongly Disagree,11.194029851%,15,15,11.194029851%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Madison Park Academy 6-12,All Students,,,Did not answer,15.671641791%,21,21,15.671641791%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,McClymonds HS,All Students,551E,551E,Strongly Agree,7.804878049%,16,16,7.804878049%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,McClymonds HS,All Students,541D,541D,Agree,29.756097561%,61,61,29.756097561%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,McClymonds HS,All Students,530C,530C,Neither Agree Nor Disagree,35.609756098%,73,73,35.609756098%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,McClymonds HS,All Students,520B,520B,Disagree,7.804878049%,16,16,7.804878049%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,McClymonds HS,All Students,510A,510A,Strongly Disagree,8.292682927%,17,17,8.292682927%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,McClymonds HS,All Students,,,Did not answer,10.731707317%,22,22,10.731707317%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,MetWest High School,All Students,551E,551E,Strongly Agree,20.909090909%,23,23,20.909090909%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,MetWest High School,All Students,541D,541D,Agree,37.272727273%,41,41,37.272727273%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,MetWest High School,All Students,530C,530C,Neither Agree Nor Disagree,23.636363636%,26,26,23.636363636%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,MetWest High School,All Students,520B,520B,Disagree,1.818181818%,2,2,1.818181818%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,MetWest High School,All Students,510A,510A,Strongly Disagree,3.636363636%,4,4,3.636363636%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,MetWest High School,All Students,,,Did not answer,12.727272727%,14,14,12.727272727%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland High School,All Students,551E,551E,Strongly Agree,11.924119241%,88,88,11.924119241%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland High School,All Students,541D,541D,Agree,33.197831978%,245,245,33.197831978%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland High School,All Students,530C,530C,Neither Agree Nor Disagree,34.146341463%,252,252,34.146341463%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland High School,All Students,520B,520B,Disagree,8.401084011%,62,62,8.401084011%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland High School,All Students,510A,510A,Strongly Disagree,6.639566396%,49,49,6.639566396%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland High School,All Students,,,Did not answer,5.691056911%,42,42,5.691056911%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland International HS,All Students,551E,551E,Strongly Agree,19.811320755%,21,21,19.811320755%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland International HS,All Students,541D,541D,Agree,35.849056604%,38,38,35.849056604%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland International HS,All Students,530C,530C,Neither Agree Nor Disagree,18.867924528%,20,20,18.867924528%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland International HS,All Students,520B,520B,Disagree,2.830188679%,3,3,2.830188679%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland International HS,All Students,510A,510A,Strongly Disagree,4.716981132%,5,5,4.716981132%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland International HS,All Students,,,Did not answer,17.924528302%,19,19,17.924528302%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland Technical High School,All Students,551E,551E,Strongly Agree,7.797270955%,40,40,7.797270955%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland Technical High School,All Students,541D,541D,Agree,35.867446394%,184,184,35.867446394%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland Technical High School,All Students,530C,530C,Neither Agree Nor Disagree,32.553606238%,167,167,32.553606238%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland Technical High School,All Students,520B,520B,Disagree,8.771929825%,45,45,8.771929825%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland Technical High School,All Students,510A,510A,Strongly Disagree,6.237816764%,32,32,6.237816764%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Oakland Technical High School,All Students,,,Did not answer,8.771929825%,45,45,8.771929825%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Ralph J Bunche High School,All Students,551E,551E,Strongly Agree,13.432835821%,9,9,13.432835821%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Ralph J Bunche High School,All Students,541D,541D,Agree,28.358208955%,19,19,28.358208955%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Ralph J Bunche High School,All Students,530C,530C,Neither Agree Nor Disagree,28.358208955%,19,19,28.358208955%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Ralph J Bunche High School,All Students,520B,520B,Disagree,7.462686567%,5,5,7.462686567%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Ralph J Bunche High School,All Students,510A,510A,Strongly Disagree,2.985074627%,2,2,2.985074627%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Ralph J Bunche High School,All Students,,,Did not answer,19.402985075%,13,13,19.402985075%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale (Newcomer),All Students,551E,551E,Strongly Agree,34.146341463%,14,14,34.146341463%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale (Newcomer),All Students,541D,541D,Agree,46.341463415%,19,19,46.341463415%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale (Newcomer),All Students,530C,530C,Neither Agree Nor Disagree,12.195121951%,5,5,12.195121951%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale (Newcomer),All Students,520B,520B,Disagree,4.878048780%,2,2,4.878048780%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale (Newcomer),All Students,510A,510A,Strongly Disagree,2.439024390%,1,1,2.439024390%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale Continuation,All Students,551E,551E,Strongly Agree,22.972972973%,17,17,22.972972973%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale Continuation,All Students,541D,541D,Agree,33.783783784%,25,25,33.783783784%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale Continuation,All Students,530C,530C,Neither Agree Nor Disagree,32.432432432%,24,24,32.432432432%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale Continuation,All Students,520B,520B,Disagree,4.054054054%,3,3,4.054054054%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale Continuation,All Students,510A,510A,Strongly Disagree,1.351351351%,1,1,1.351351351%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Rudsdale Continuation,All Students,,,Did not answer,5.405405405%,4,4,5.405405405%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Skyline High School,All Students,551E,551E,Strongly Agree,8.652792990%,79,79,8.652792990%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Skyline High School,All Students,541D,541D,Agree,28.368017525%,259,259,28.368017525%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Skyline High School,All Students,530C,530C,Neither Agree Nor Disagree,39.211391019%,358,358,39.211391019%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Skyline High School,All Students,520B,520B,Disagree,8.652792990%,79,79,8.652792990%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Skyline High School,All Students,510A,510A,Strongly Disagree,7.228915663%,66,66,7.228915663%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Skyline High School,All Students,,,Did not answer,7.886089814%,72,72,7.886089814%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Sojourner Truth Independent Study,All Students,551E,551E,Strongly Agree,6.349206349%,4,4,6.349206349%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Sojourner Truth Independent Study,All Students,541D,541D,Agree,50.793650794%,32,32,50.793650794%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Sojourner Truth Independent Study,All Students,530C,530C,Neither Agree Nor Disagree,31.746031746%,20,20,31.746031746%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Sojourner Truth Independent Study,All Students,520B,520B,Disagree,1.587301587%,1,1,1.587301587%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Sojourner Truth Independent Study,All Students,510A,510A,Strongly Disagree,6.349206349%,4,4,6.349206349%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Sojourner Truth Independent Study,All Students,,,Did not answer,3.174603175%,2,2,3.174603175%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Street Academy,All Students,551E,551E,Strongly Agree,9.756097561%,4,4,9.756097561%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Street Academy,All Students,541D,541D,Agree,36.585365854%,15,15,36.585365854%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Street Academy,All Students,530C,530C,Neither Agree Nor Disagree,24.390243902%,10,10,24.390243902%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Street Academy,All Students,520B,520B,Disagree,9.756097561%,4,4,9.756097561%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Street Academy,All Students,510A,510A,Strongly Disagree,9.756097561%,4,4,9.756097561%
I feel like I am part of this school.,13,2018-19,OAK11_OAK32:OAK25_OAK24,Street Academy,All Students,,,Did not answer,9.756097561%,4,4,9.756097561%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Bret Harte Middle School,All Students,551E,551E,Strongly Agree,29.113924051%,46,46,29.113924051%
